emp_id,name,department,salary
1035.0,Grace,HR,55426.0
1154.0,Helen,Engineering,56160.0
1030.0,David,HR,
1510.0,Ian,IT,52168.0
1518.0,Eva,Sales,32461.0
1148.0,Ian,Sales,118920.0
1674.0,Ian,Marketing,105564.0
1438.0,,Engineering,
1341.0,Grace,Finance,79841.0
1712.0,Frank,Engineering,86614.0
1724.0,Jane,HR,97155.0
1339.0,Helen,Sales,72913.0
1011.0,David,HR,
1138.0,Eva,Marketing,
1349.0,Bob,Finance,100984.0
1345.0,Alice,Engineering,89474.0
1170.0,Bob,Marketing,37421.0
1829.0,Frank,HR,93870.0
1447.0,Charlie,Sales,100476.0
1747.0,Jane,HR,35347.0
1618.0,Bob,Sales,103445.0
1998.0,Helen,Finance,101906.0
1065.0,Bob,Sales,111889.0
1370.0,Grace,Sales,101229.0
1365.0,,Engineering,87009.0
1277.0,Alice,Engineering,106957.0
1959.0,David,IT,75096.0
1010.0,Eva,Finance,77055.0
1614.0,David,Marketing,48313.0
1363.0,Frank,Engineering,98828.0
1113.0,Eva,Marketing,93646.0
1801.0,Alice,HR,
1710.0,David,Sales,59309.0
1308.0,Eva,Engineering,41138.0
1696.0,Grace,IT,53284.0
1110.0,Charlie,IT,78713.0
1476.0,Helen,Finance,91063.0
1569.0,Grace,Marketing,35926.0
1517.0,Eva,Marketing,107811.0
1701.0,Grace,Marketing,111906.0
1588.0,,Marketing,109578.0
1096.0,Jane,Sales,87716.0
1980.0,Eva,Marketing,117969.0
1760.0,Jane,Finance,96707.0
1941.0,Bob,Finance,117489.0
1417.0,Jane,Finance,85316.0
,Jane,Finance,85077.0
1104.0,Grace,Finance,42289.0
1589.0,Frank,IT,55498.0
1219.0,Bob,,90963.0
1313.0,Ian,HR,101308.0
1209.0,Jane,Sales,103794.0
1888.0,Jane,HR,
1807.0,David,Marketing,113457.0
1254.0,Helen,Marketing,118177.0
1395.0,Jane,HR,83420.0
1346.0,,Finance,74936.0
1046.0,Eva,HR,61324.0
,Grace,HR,98576.0
1607.0,Jane,Finance,119822.0
1856.0,Alice,IT,94166.0
1294.0,Charlie,Engineering,85249.0
1654.0,,Sales,67861.0
1448.0,Alice,IT,90920.0
1427.0,Frank,Marketing,36172.0
1783.0,Bob,Engineering,59300.0
1587.0,Jane,Marketing,
1207.0,David,Sales,86549.0
1689.0,Charlie,Sales,76850.0
1319.0,Helen,Marketing,70108.0
1894.0,Eva,HR,31898.0
1120.0,Ian,IT,54611.0
2000.0,Ian,,80100.0
1943.0,Helen,Finance,56475.0
1316.0,Jane,Finance,46920.0
1878.0,Eva,Sales,117983.0
1008.0,Grace,Sales,61890.0
1802.0,Grace,Sales,80669.0
1522.0,Eva,HR,94946.0
1641.0,,Finance,44226.0
1858.0,Frank,Engineering,56390.0
,David,,
1033.0,Eva,,66321.0
1317.0,Charlie,HR,61822.0
1155.0,Ian,Sales,47633.0
1459.0,Bob,HR,40142.0
1777.0,David,Finance,59055.0
1426.0,Jane,HR,33631.0
1296.0,Alice,HR,35656.0
1872.0,Alice,IT,87828.0
1627.0,David,Finance,45379.0
,Ian,Sales,66378.0
1863.0,Jane,Marketing,36852.0
1407.0,Charlie,Sales,55121.0
1568.0,Charlie,Sales,59725.0
1183.0,Alice,Marketing,68467.0
1298.0,Frank,Engineering,93740.0
1902.0,Alice,Marketing,50074.0
1225.0,Grace,Sales,58982.0
1487.0,Alice,Marketing,116205.0
1360.0,Alice,Marketing,96918.0
1111.0,Alice,IT,59734.0
1201.0,Frank,Engineering,100587.0
1847.0,Eva,HR,52263.0
1962.0,Alice,Marketing,59009.0
1034.0,Charlie,Sales,103297.0
1221.0,Alice,HR,78604.0
1864.0,Charlie,Engineering,32551.0
1668.0,Eva,Sales,55051.0
1713.0,Alice,Sales,35105.0
1792.0,Frank,Marketing,37521.0
1054.0,Bob,Engineering,55537.0
1852.0,David,Marketing,80729.0
1598.0,Ian,Engineering,65851.0
1949.0,Frank,HR,39346.0
1399.0,Ian,Marketing,83744.0
1773.0,Alice,HR,48322.0
1105.0,Helen,Finance,74976.0
1022.0,Alice,HR,117128.0
1836.0,Frank,Marketing,40983.0
1324.0,Jane,Sales,104270.0
,Alice,IT,43140.0
1213.0,Grace,Sales,49201.0
1465.0,Jane,IT,58138.0
1147.0,Ian,IT,66041.0
1935.0,Grace,Marketing,79416.0
1920.0,Eva,Marketing,31125.0
1877.0,Frank,Finance,70846.0
1763.0,Jane,,80601.0
1119.0,Grace,Engineering,36441.0
1965.0,,Engineering,114246.0
1108.0,Helen,HR,116365.0
1385.0,Grace,Engineering,103294.0
1669.0,Jane,,57386.0
1664.0,Eva,,63937.0
1041.0,Ian,Sales,119152.0
1314.0,Jane,Sales,78244.0
,Helen,Engineering,35110.0
1744.0,Charlie,,62972.0
1996.0,Jane,IT,93278.0
1189.0,Frank,HR,84253.0
1263.0,Frank,Engineering,48073.0
1240.0,Charlie,HR,71323.0
1877.0,Frank,Finance,70846.0
1250.0,Alice,Engineering,39715.0
1223.0,Ian,Finance,98910.0
1197.0,Eva,HR,98008.0
1957.0,David,HR,89042.0
1230.0,Ian,HR,76479.0
1687.0,Frank,Sales,
1876.0,Jane,IT,51038.0
1132.0,Grace,IT,64068.0
1242.0,Charlie,Sales,
1842.0,Ian,Marketing,36823.0
1190.0,,Finance,42323.0
1489.0,David,,87713.0
1127.0,David,HR,106666.0
,Alice,IT,98056.0
1428.0,Eva,Marketing,72080.0
1665.0,Grace,Marketing,31651.0
1704.0,Frank,IT,52436.0
1175.0,Helen,HR,62117.0
1063.0,Bob,Marketing,62779.0
1482.0,,IT,56189.0
1811.0,Charlie,Engineering,106943.0
1995.0,Grace,Finance,
1350.0,Bob,IT,80331.0
1782.0,Helen,Engineering,37345.0
1930.0,Grace,,54217.0
1680.0,Helen,Sales,60447.0
1421.0,David,HR,62784.0
1898.0,,,119087.0
1605.0,Grace,HR,45379.0
1963.0,Eva,Sales,100969.0
1684.0,Jane,,87418.0
1284.0,Charlie,HR,61750.0
1042.0,Bob,Finance,57723.0
1093.0,Eva,IT,36012.0
1545.0,Ian,HR,53387.0
1163.0,Ian,Sales,63755.0
1859.0,Charlie,Engineering,118664.0
1817.0,Helen,IT,60651.0
1467.0,Jane,HR,106295.0
1342.0,Ian,IT,76332.0
,Frank,Engineering,108021.0
1044.0,Ian,Engineering,107714.0
1814.0,David,IT,99286.0
1321.0,Frank,Engineering,37967.0
1835.0,Eva,Sales,102055.0
1714.0,Helen,HR,32839.0
1361.0,David,Sales,64171.0
1203.0,Ian,Marketing,98011.0
1824.0,Frank,Engineering,
1168.0,David,Engineering,57213.0
1290.0,Alice,HR,86154.0
1548.0,Bob,Marketing,43057.0
,Alice,Finance,95428.0
1494.0,Grace,Engineering,35978.0
1262.0,Bob,HR,72685.0
1797.0,Eva,IT,85718.0
1529.0,Jane,Engineering,67643.0
1142.0,Grace,IT,
1156.0,Eva,Engineering,
1868.0,Frank,HR,81707.0
1135.0,Bob,Engineering,82249.0
1358.0,Jane,Engineering,53312.0
1258.0,Charlie,Sales,77864.0
1322.0,Grace,Sales,41871.0
1942.0,Eva,IT,
1555.0,Frank,,50567.0
1802.0,Grace,Sales,80669.0
1067.0,,HR,41556.0
1206.0,David,Sales,44484.0
1661.0,Eva,Engineering,58854.0
1006.0,Jane,Marketing,84061.0
1475.0,Bob,Engineering,47630.0
1095.0,Grace,HR,37151.0
1043.0,Jane,HR,39108.0
1924.0,Ian,Marketing,50095.0
1505.0,Ian,Sales,
1956.0,Alice,HR,
1353.0,Charlie,Finance,36406.0
1546.0,Bob,Sales,78908.0
1375.0,Grace,HR,61174.0
1418.0,Jane,IT,94041.0
1470.0,Ian,Finance,72533.0
1947.0,Charlie,Finance,76305.0
1831.0,,HR,60573.0
1896.0,Alice,Marketing,36629.0
1572.0,Jane,,59806.0
1838.0,Grace,,44939.0
,Charlie,Finance,95481.0
1634.0,Bob,Engineering,78868.0
1975.0,David,Marketing,62602.0
1846.0,Helen,Engineering,111816.0
1635.0,Jane,Sales,53225.0
1730.0,Frank,Engineering,31431.0
1048.0,David,Engineering,38927.0
1828.0,Helen,IT,104905.0
1707.0,Bob,IT,55279.0
,Eva,,63691.0
1504.0,David,HR,46905.0
1771.0,Jane,HR,64521.0
1295.0,Alice,Finance,78895.0
1889.0,Bob,Marketing,36530.0
1078.0,Ian,HR,54596.0
1979.0,Helen,,57516.0
1584.0,Frank,Finance,33081.0
1739.0,David,Marketing,47015.0
1794.0,Charlie,IT,53481.0
1926.0,Ian,HR,38004.0
1118.0,Grace,Finance,104172.0
1725.0,Alice,Marketing,43975.0
1274.0,Grace,Engineering,55169.0
1940.0,Grace,Marketing,60090.0
1659.0,Alice,HR,111580.0
1136.0,Jane,Engineering,67384.0
1937.0,Ian,Marketing,
1194.0,Alice,HR,61367.0
1331.0,Frank,Engineering,48268.0
1841.0,Grace,IT,57624.0
1544.0,Jane,Sales,73541.0
1946.0,Grace,Marketing,111623.0
1596.0,Ian,Finance,49033.0
1648.0,Ian,HR,108229.0
1306.0,Alice,Finance,103965.0
1765.0,Jane,HR,32539.0
1933.0,Frank,HR,45036.0
1244.0,Helen,IT,
1271.0,David,Finance,94612.0
1084.0,Alice,Sales,69310.0
1600.0,Alice,Marketing,93437.0
1364.0,Frank,Sales,42411.0
1410.0,Eva,HR,51223.0
1107.0,Charlie,Marketing,53171.0
1853.0,,Finance,71971.0
1934.0,Alice,Marketing,107275.0
1165.0,Alice,Engineering,53711.0
1478.0,Ian,IT,
1573.0,David,Engineering,118199.0
1015.0,Frank,IT,38125.0
,Alice,Sales,30671.0
1686.0,Bob,Engineering,33471.0
1087.0,Charlie,Sales,66914.0
1789.0,Grace,Finance,32336.0
1287.0,,Sales,108222.0
1613.0,Jane,Marketing,39596.0
1235.0,Eva,Sales,102982.0
1355.0,Jane,Finance,71568.0
1348.0,Grace,Sales,91588.0
1053.0,David,Finance,90233.0
1414.0,Alice,IT,
1086.0,Helen,HR,
1690.0,Bob,Marketing,84220.0
1795.0,,Engineering,48474.0
1493.0,Helen,Engineering,55227.0
,Frank,Finance,104071.0
1884.0,Helen,IT,115445.0
1187.0,Eva,Engineering,61007.0
1490.0,Bob,Finance,76857.0
1837.0,Frank,Sales,48133.0
1037.0,Ian,HR,33712.0
1402.0,Alice,HR,34798.0
1366.0,Alice,Finance,45422.0
1338.0,Ian,Finance,109364.0
1116.0,Eva,Engineering,48743.0
1726.0,David,IT,92424.0
1187.0,Eva,Engineering,61007.0
1025.0,Ian,Sales,115150.0
1776.0,,Marketing,92292.0
1191.0,David,Engineering,103379.0
1988.0,Eva,IT,68547.0
1873.0,David,Finance,37239.0
1442.0,Bob,HR,77684.0
1820.0,Charlie,,46994.0
1420.0,Grace,HR,60911.0
1766.0,Ian,Engineering,52669.0
1469.0,Charlie,Marketing,77241.0
1499.0,Ian,HR,99519.0
1224.0,Bob,Marketing,55592.0
1723.0,Alice,HR,37710.0
1964.0,Grace,Finance,63866.0
1940.0,Grace,Marketing,60090.0
1672.0,Alice,Marketing,63787.0
1122.0,Jane,Marketing,89189.0
1457.0,Bob,Finance,118340.0
1737.0,Frank,IT,49675.0
1199.0,Bob,IT,94315.0
1182.0,Eva,IT,90946.0
1530.0,Jane,Finance,80408.0
1677.0,David,IT,
1586.0,Frank,Finance,66735.0
1237.0,Grace,Sales,78231.0
1463.0,Jane,Sales,94027.0
1431.0,David,Sales,58671.0
1757.0,Alice,IT,44289.0
1301.0,Eva,Marketing,103822.0
1630.0,Bob,Finance,98099.0
1790.0,Bob,Engineering,92032.0
1257.0,Ian,Sales,60682.0
1055.0,Helen,,107576.0
1481.0,David,Engineering,36979.0
1103.0,Grace,Engineering,94157.0
1585.0,Eva,HR,64196.0
1909.0,Charlie,IT,92987.0
1303.0,Alice,Engineering,61552.0
1999.0,Bob,HR,39528.0
1590.0,,Sales,106865.0
1993.0,Frank,Finance,71814.0
1870.0,,Finance,51800.0
1137.0,Ian,HR,111929.0
1972.0,Alice,HR,48058.0
1535.0,Grace,IT,109751.0
1404.0,Eva,IT,59300.0
1633.0,Ian,HR,46087.0
1571.0,Bob,Sales,86447.0
1134.0,Frank,,39435.0
1667.0,Eva,Finance,114730.0
1288.0,Eva,HR,54226.0
1273.0,Helen,Marketing,42329.0
1655.0,Alice,Engineering,43428.0
1228.0,,Sales,98619.0
1427.0,Frank,Marketing,36172.0
1476.0,Helen,Finance,91063.0
1971.0,Jane,Sales,85915.0
1241.0,Charlie,Finance,48752.0
,Frank,Marketing,51253.0
1927.0,,Engineering,39752.0
1424.0,Grace,HR,94641.0
1564.0,Frank,Marketing,48037.0
1623.0,Alice,IT,94429.0
1636.0,Helen,HR,36643.0
1272.0,Helen,Marketing,91929.0
1498.0,Grace,Engineering,69071.0
1916.0,,HR,82756.0
1222.0,Ian,IT,40526.0
1830.0,Eva,Marketing,39283.0
1218.0,Grace,Finance,74843.0
1400.0,Helen,HR,100331.0
1344.0,David,HR,67846.0
1202.0,Alice,IT,
1326.0,Jane,IT,58179.0
1625.0,Alice,Engineering,63848.0
1955.0,David,Sales,115751.0
1772.0,David,IT,56928.0
1718.0,Alice,Finance,43493.0
1466.0,Jane,HR,59956.0
1440.0,Helen,Sales,55431.0
1359.0,Frank,,73108.0
1617.0,Jane,Marketing,
1398.0,Frank,Sales,71424.0
1784.0,Jane,Marketing,54259.0
1057.0,Bob,Engineering,36471.0
1279.0,Frank,IT,75033.0
1401.0,Eva,Marketing,40634.0
1153.0,Frank,Sales,94174.0
1913.0,Frank,Marketing,55150.0
1848.0,David,Marketing,43565.0
1918.0,Eva,Marketing,31283.0
1227.0,Charlie,IT,118733.0
,Bob,Sales,
1834.0,Frank,Finance,
,Jane,Engineering,
1453.0,Alice,Finance,119570.0
1090.0,Charlie,Engineering,67650.0
1516.0,Jane,Sales,107425.0
1146.0,Alice,Sales,61910.0
1305.0,Charlie,IT,67685.0
1280.0,Grace,Engineering,93133.0
1816.0,Bob,Engineering,87326.0
1950.0,Charlie,Engineering,30587.0
1208.0,Charlie,Finance,64503.0
1214.0,David,Finance,88576.0
1994.0,,Engineering,105330.0
1527.0,Grace,Engineering,
1507.0,Charlie,Engineering,119489.0
1969.0,Jane,HR,36416.0
1833.0,Eva,Sales,60933.0
1709.0,Bob,Sales,49715.0
1827.0,Bob,Sales,42819.0
1256.0,Charlie,Finance,65585.0
1745.0,Charlie,Finance,79733.0
1578.0,Charlie,Marketing,79666.0
1190.0,,Finance,42323.0
1065.0,Bob,Sales,111889.0
1508.0,Alice,Finance,56806.0
,David,Finance,35249.0
1880.0,Charlie,IT,67991.0
1200.0,Frank,IT,99249.0
1650.0,Alice,Marketing,72092.0
1706.0,Bob,Marketing,32096.0
1472.0,David,Sales,108815.0
1970.0,Eva,Finance,102516.0
1415.0,David,Finance,60620.0
1468.0,Bob,Engineering,35439.0
1387.0,Eva,Sales,54022.0
1205.0,Charlie,,34255.0
1261.0,Bob,Marketing,68067.0
1332.0,Grace,Finance,107866.0
1291.0,Eva,HR,50609.0
,David,IT,81196.0
1560.0,David,Engineering,97260.0
1013.0,Helen,Finance,108916.0
1513.0,Grace,Finance,84093.0
1639.0,,Engineering,95697.0
1808.0,Ian,Sales,44357.0
1764.0,Ian,Marketing,107465.0
1346.0,,Finance,74936.0
1840.0,Helen,Marketing,86700.0
1038.0,Grace,Finance,31367.0
1317.0,Charlie,HR,61822.0
1780.0,Jane,Marketing,36588.0
1020.0,Bob,IT,90576.0
1341.0,Grace,Finance,79841.0
1925.0,Jane,Marketing,46154.0
1819.0,Alice,HR,78777.0
1533.0,,Sales,58044.0
1952.0,Charlie,Sales,89165.0
1274.0,Grace,Engineering,55169.0
1539.0,Jane,Engineering,44571.0
1731.0,Eva,HR,104603.0
1377.0,David,Finance,106373.0
1343.0,David,Sales,55032.0
1793.0,Charlie,Finance,101707.0
1825.0,David,Engineering,93878.0
1220.0,Helen,Sales,72828.0
,Helen,HR,87714.0
1657.0,Grace,IT,40258.0
1983.0,Charlie,Marketing,104663.0
1423.0,Eva,IT,63160.0
1347.0,Charlie,Engineering,59794.0
1611.0,Eva,IT,53762.0
1788.0,Charlie,IT,49446.0
1267.0,Alice,IT,95450.0
1085.0,Helen,HR,86088.0
1637.0,Bob,Sales,66727.0
1917.0,Charlie,Sales,86481.0
1158.0,Charlie,Sales,79104.0
1860.0,Ian,Finance,
1302.0,Helen,Marketing,
1248.0,Helen,Marketing,40699.0
1891.0,,IT,95794.0
1076.0,Jane,HR,108714.0
1850.0,Frank,,72951.0
1631.0,Charlie,Sales,66060.0
1017.0,Bob,Sales,99569.0
1882.0,Frank,HR,36971.0
1851.0,Bob,Finance,53648.0
,Eva,Sales,35469.0
1786.0,Charlie,IT,45352.0
1799.0,Grace,Marketing,75232.0
1379.0,Jane,,91949.0
1915.0,Ian,HR,72870.0
1283.0,Frank,Finance,82290.0
1405.0,Frank,HR,119881.0
1149.0,David,IT,95681.0
1599.0,Alice,HR,56832.0
1832.0,Alice,IT,108707.0
1502.0,Alice,Finance,94379.0
1685.0,Jane,Marketing,44472.0
1437.0,Helen,IT,79230.0
1304.0,Eva,IT,61055.0
1334.0,Grace,Sales,90545.0
1923.0,David,IT,38438.0
1195.0,Frank,Finance,84624.0
1931.0,Helen,,118708.0
1232.0,Alice,Engineering,69891.0
1543.0,Helen,Engineering,88712.0
1166.0,Alice,Finance,87993.0
1215.0,Ian,Marketing,39686.0
1064.0,Jane,IT,51636.0
1192.0,Grace,HR,44210.0
1299.0,Charlie,Finance,94309.0
1554.0,Alice,Sales,76486.0
,Grace,Marketing,58141.0
1496.0,Alice,Sales,47153.0
1670.0,Jane,HR,105054.0
1174.0,Alice,IT,
1503.0,Alice,HR,87866.0
1139.0,Frank,Finance,105388.0
,Charlie,Finance,40487.0
1406.0,Grace,Marketing,40749.0
1711.0,Ian,Finance,45078.0
1024.0,Frank,,57208.0
1173.0,Eva,IT,34358.0
1293.0,David,Sales,102909.0
1839.0,David,Marketing,30781.0
1939.0,Alice,Sales,111835.0
1641.0,,Finance,44226.0
1749.0,Charlie,Sales,32643.0
1851.0,Bob,Finance,53648.0
1575.0,Ian,HR,95095.0
1604.0,Charlie,IT,119464.0
1091.0,Charlie,Engineering,76881.0
1129.0,Grace,Engineering,110758.0
1452.0,Charlie,IT,
1606.0,Ian,IT,66751.0
1121.0,Jane,Finance,42149.0
1651.0,Alice,Marketing,92539.0
1742.0,Helen,Finance,39833.0
1460.0,Charlie,Finance,78355.0
1987.0,Jane,Sales,106229.0
1775.0,Alice,Finance,117896.0
1404.0,Eva,IT,59300.0
1210.0,Charlie,Engineering,75113.0
1323.0,Bob,HR,107452.0
1403.0,Grace,Finance,52420.0
1497.0,Grace,HR,89765.0
1432.0,Jane,Sales,81431.0
1443.0,Alice,Marketing,60111.0
1901.0,Charlie,HR,47071.0
1131.0,David,Sales,53669.0
1034.0,Charlie,Sales,103297.0
1733.0,Charlie,Marketing,39557.0
1051.0,Charlie,Finance,93449.0
1226.0,Jane,Finance,30207.0
1006.0,Jane,Marketing,84061.0
1079.0,Alice,HR,63174.0
1521.0,David,Sales,106971.0
1251.0,Helen,HR,49169.0
1695.0,Alice,,114530.0
1501.0,Ian,Marketing,90703.0
1243.0,David,Marketing,
1233.0,Bob,Finance,40754.0
1653.0,Ian,Sales,51817.0
1601.0,Eva,IT,43944.0
1104.0,Grace,Finance,42289.0
1906.0,Helen,Finance,85661.0
1663.0,Charlie,HR,106256.0
1563.0,Charlie,Finance,38894.0
1240.0,Charlie,HR,71323.0
1944.0,Helen,HR,48888.0
1652.0,Bob,Sales,96077.0
1750.0,Eva,IT,70785.0
1246.0,Helen,IT,34895.0
,Ian,Finance,111571.0
1070.0,Ian,IT,76819.0
1186.0,Bob,IT,106329.0
1446.0,Bob,Marketing,71991.0
1748.0,Charlie,HR,89063.0
,Jane,HR,79723.0
1791.0,Jane,HR,105415.0
1216.0,,HR,83363.0
1746.0,Bob,HR,71800.0
1678.0,Alice,HR,64051.0
1050.0,Helen,Finance,109973.0
1787.0,Grace,Finance,
1646.0,Eva,Engineering,35997.0
1369.0,Eva,Marketing,87022.0
1422.0,,Sales,33191.0
1688.0,Frank,Marketing,64865.0
1666.0,Eva,IT,80288.0
1551.0,Frank,Marketing,54858.0
1717.0,Charlie,IT,72821.0
1144.0,Grace,Marketing,66451.0
1117.0,Jane,,78368.0
1018.0,Helen,IT,47087.0
1989.0,David,Sales,58795.0
1673.0,Eva,Finance,51621.0
1412.0,Ian,Sales,44056.0
1269.0,Alice,Sales,34437.0
1973.0,Frank,Engineering,106637.0
1133.0,Charlie,HR,
1282.0,Frank,Engineering,103861.0
1689.0,Charlie,Sales,76850.0
1732.0,Bob,,67481.0
1818.0,Helen,Sales,100202.0
1645.0,Alice,Engineering,98926.0
1072.0,Eva,Marketing,56966.0
1524.0,Eva,Sales,91332.0
1538.0,Jane,HR,112566.0
1647.0,Jane,Engineering,85506.0
1528.0,Eva,Finance,106272.0
1367.0,Helen,Marketing,72468.0
1609.0,Frank,Finance,
1936.0,Alice,IT,39587.0
1169.0,Grace,Marketing,87784.0
1700.0,Charlie,Marketing,100553.0
1167.0,Jane,Finance,104696.0
1413.0,Eva,IT,58380.0
1900.0,Grace,Sales,63380.0
1083.0,Helen,Marketing,117163.0
1702.0,Frank,Marketing,92812.0
1027.0,Jane,IT,69882.0
1804.0,Jane,,99184.0
1552.0,Charlie,Sales,78689.0
1727.0,Helen,HR,75603.0
1938.0,Alice,Engineering,60930.0
1328.0,,Finance,85099.0
,Eva,,47069.0
1275.0,Charlie,Engineering,117468.0
1281.0,Frank,Sales,103165.0
1488.0,Charlie,IT,36910.0
1833.0,Eva,Sales,60933.0
1664.0,Eva,,63937.0
1329.0,Alice,HR,65262.0
1610.0,Helen,,42087.0
1264.0,Charlie,,66035.0
1854.0,Frank,Finance,48658.0
,Alice,Engineering,100017.0
1879.0,David,Sales,97821.0
1491.0,Alice,Engineering,64964.0
1887.0,Grace,IT,114742.0
,Bob,IT,55122.0
1693.0,Eva,Marketing,83072.0
1278.0,Charlie,HR,90631.0
1556.0,David,HR,59739.0
1558.0,Grace,Finance,33754.0
1616.0,Helen,,53705.0
1432.0,Jane,Sales,81431.0
,Ian,Finance,43230.0
1911.0,Alice,Sales,110685.0
1354.0,Ian,Engineering,53291.0
1523.0,David,Finance,114080.0
1450.0,Charlie,Engineering,66224.0
1484.0,Ian,Sales,89560.0
,Jane,Finance,73619.0
1698.0,Eva,HR,113369.0
1958.0,Grace,Engineering,48099.0
1198.0,David,HR,102240.0
1565.0,Grace,Finance,113986.0
1408.0,Jane,HR,67487.0
1126.0,David,Sales,43673.0
1875.0,,IT,
1026.0,Alice,Finance,96024.0
1843.0,Grace,Marketing,48489.0
1621.0,David,Engineering,89796.0
1567.0,Jane,Sales,81612.0
1454.0,Alice,Engineering,106816.0
1767.0,Ian,Sales,100968.0
,Helen,Finance,103770.0
